invoice_line_no,date,store,name,city,zipcode,county,category,category_name,vendor_name,itemno,im_desc,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,sale_bottles,sale_dollars,sale_liters
INV-201815,2026-03-12,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,8,150.00,6.00
INV-201816,07/09/2026,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,2,$26.98,3.50
INV-201817,2026-07-12,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-201818,2026-04-06,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,2,26.98,3.50
INV-201819,04/02/2026,2648,Wilkie Liquors,IOWA CITY,52240.0,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,7,102.41,12.25
INV-201820,2026-04-14,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201821,2026-02-09,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201822,13-Jul-2026,5102,  Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-201823,2026-02-16,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,6,80.94,10.50
INV-201824,21-Jun-2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-201825,2026-07-06,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,7,131.25 ,5.25
INV-201826,2026-02-07,5102,Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201827,02/23/2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201828,05/21/2026,2633,Hometown Foods,Cedar Rapids,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201829,2026-05-19,3385,Sam's Club 8162 ,Davenport,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,11,412.39,8.25
INV-201829,2026-05-19,3385,Sam's Club 8162 ,Davenport,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,11,412.39,8.25
INV-201830,02/18/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,7,86.66,5.25
INV-201831,2026-07-11,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201832,2026-04-06,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201833,05/05/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,3,37.14,2.25
INV-201834,2026-02-11,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,4,$75.00,3.00
INV-201835,2026-03-30,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,2,24.20,0.75
INV-201836,09-May-2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201837,07/28/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,1,$26.99,0.75
INV-201838,12-Mar-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,4,48.40 ,1.50
INV-201839,2026-03-02,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,9,$121.41,15.75
INV-201839,2026-03-02,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,9,$121.41,15.75
INV-201840,2026-02-18,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,12,449.88,9.00
INV-201841,05/22/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201842,2026-04-23,3385,SAM'S CLUB 8162,Davenport,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,5,$134.95,3.75
INV-201843,02/27/2026,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-201844,12-Jul-2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201845,06/24/2026,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-201846,2026-07-08,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201847,2026-04-23,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,3,37.14,2.25
INV-201847,2026-04-23,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,3,37.14,2.25
INV-201848,05/30/2026,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-201849,2026-02-27,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,6,80.94 ,10.50
INV-201850,03/03/2026,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201851,2026-02-09,3385,  Sam's Club 8162,DAVENPORT,52807,SCOTT,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,6,$72.60,2.25
INV-201852,2026-07-07,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-201853,07/21/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,5,61.90 ,3.75
INV-201854,06/26/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,10,67.50,10.00
INV-201855,2026-03-23,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,7,94.43,12.25
INV-201856,2026-05-01,2633,Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,6,40.50,6.00
INV-201857,2026-02-16,2501,  Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,10,67.50,10.00
INV-201858,2026-03-10,5102,  Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,2,37.50,1.50
INV-201859,05/23/2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,1,37.49,0.75
INV-201860,2026-03-05,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,-21,-283.29,-36.75
INV-201861,2026-02-25,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,4,53.96,7.00
INV-201862,2026-05-28,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201863,2026-05-26,4829,  Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-201864,2026-07-27,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-201865,2026-02-09,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,2,53.98,1.50
INV-201866,04/25/2026,5102,Corner Tap & Bottle,AMES,50010.0,STORY,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,1,6.75 ,1.00
INV-201867,2026-05-27,2190,"Central City Liquor, Inc.",DES MOINES,50310.0,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,1,$37.49,0.75
INV-201868,2026-04-13,2633,HOMETOWN FOODS,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,3,$20.25,3.00
INV-201869,2026-05-13,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,9,121.41 ,15.75
INV-201870,05/01/2026,2190,Central City Liquor INC,DES MOINES,50310,,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,11,206.25,8.25
INV-201871,2026-05-04,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201872,07/06/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,6,87.78,10.50
INV-201873,06/16/2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,9,121.41,15.75
INV-201874,06/10/2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-201875,06/19/2026,2501,HY-VEE #3 / BDI / DES MOINES,DES MOINES,50313,,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,3,20.25,3.00
INV-201876,05/01/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,2,13.50,2.00
INV-201877,2026-04-17,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,1,26.99 ,0.75
INV-201878,04/22/2026,3385,Sam's Club 8162,DAVENPORT,52807.0,SCOTT,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,2,24.76,1.50
INV-201879,2026-02-02,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,2,29.26,3.50
INV-201880,2026-02-09,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,-6,-224.94,-4.50
INV-201881,2026-06-18,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,$12.50,$18.75,13,$243.75,9.75
INV-201882,22-Jun-2026,4829,CASEY'S GENERAL STORE #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,14,262.50,10.50
INV-201883,06/02/2026,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-201884,02/16/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,$11.00,$12.10,2,$24.20,0.75
INV-201885,2026-07-11,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50 ,6.75 ,5,33.75 ,5.00
INV-201886,2026-05-13,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,9,242.91,6.75
INV-201887,28-Feb-2026,5102,Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201888,02/17/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,20,539.80 ,15.00
INV-201889,20-Jul-2026,2648,Wilkie Liquors,IOWA CITY,52240,,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201890,2026-05-18,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,4,58.52,7.00
INV-201891,2026-04-09,2648,  Wilkie Liquors,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,3,40.47,5.25
INV-201892,2026-03-25,5102,  Corner Tap & Bottle,AMES,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,3,56.25,2.25
INV-201893,2026-05-23,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,4,53.96 ,7.00
INV-201894,06/09/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,3,43.89,5.25
INV-201895,06/12/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,2,74.98,1.50
INV-201896,2026-05-01,5102,Corner Tap and Bottle,AMES,50010,STORY,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,3,37.14 ,2.25
INV-201897,2026-05-20,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-201898,2026-03-04,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201898,2026-03-04,4829,Casey's General Store #2879,ANKENY,50021,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,1,6.75,1.00
INV-201899,06/06/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,,37.49,2,74.98,1.50
INV-201900,2026-04-24,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99,13.49,1,13.49,1.75
INV-201901,05/23/2026,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,6,72.60,2.25
INV-201902,2026-07-04,5102,CORNER TAP & BOTTLE,AMES,50010,STORY,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,17,205.70,6.38
INV-201903,02/05/2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-201904,2026-05-23,3385,  Sam's Club 8162,DAVENPORT,52807,,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99 ,37.49 ,4,149.96 ,3.00
INV-201905,2026-04-26,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,6,112.50 ,4.50
INV-201906,06/13/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,1,12.10,0.38
INV-201907,11-May-2026,3385,SAM'S CLUB 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99 ,26.99 ,17,458.83 ,12.75
INV-201908,2026-07-28,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1081600,N/A,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00,12.10,3,36.30,1.12
INV-201909,28-Feb-2026,4829,Casey's General Store #2879,ANKENY,50021,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,3,36.30 ,1.12
INV-201910,2026-06-25,5102,Corner Tap & Bottle,Ames,50010,STORY,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-201911,2026-04-18,5102,  Corner Tap & Bottle,AMES,50010,STORY,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,1,$13.49,1.75
INV-201912,05/01/2026,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,1,18.75,0.75
INV-201913,04/02/2026,5102,Corner Tap & Bottle,Ames,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201914,05-May-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-201915,23-Feb-2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,,1081600,-,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,-1,-12.10 ,-0.38
INV-201916,30-Mar-2026,2648,WILKIE LIQUORS,IOWA CITY,52240,JOHNSON,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,8.99 ,13.49 ,1,13.49 ,1.75
INV-201917,06-Jul-2026,2190,"  Central City Liquor, Inc.",Des Moines,50310,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,$4.50,$6.75,1,$6.75,1.00
INV-201918,17-Apr-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,,18.75,25,468.75,18.75
INV-201919,2026-07-02,2633,  Hometown Foods,CEDAR RAPIDS,52402.0,LINN,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25 ,12.38 ,4,49.52 ,3.00
INV-201920,2026-03-22,4829,Casey's General Store #2879,ANKENY,50021,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,3,112.47,2.25
INV-201921,2026-06-12,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,5,187.45,3.75
INV-201922,2026-07-24,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,9.75,14.63,1,14.63,1.75
INV-201923,2026-04-25,5102,Corner Tap & Bottle,AMES,50010,STORY,1031080,CANADIAN WHISKIES,Heaven Hill Brands,11788,Black Velvet,12,1750,N/A,14.63,1,14.63,1.75
INV-201924,2026-04-28,5102,Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,4,107.96,3.00
INV-201925,2026-04-17,2633,Hometown Foods ,CEDAR RAPIDS,52402,LINN,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,7,262.43,5.25
INV-201926,26-Mar-2026,3385,Sam's Club 8162,DAVENPORT,52807,SCOTT,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,3,80.97,2.25
INV-201927,06/27/2026,2190,"Central City Liquor, Inc. ",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,1,12.38,0.75
INV-201928,02/04/2026,2190,"CENTRAL CITY LIQUOR, INC.",DES MOINES,50310,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,8.25,12.38,5,61.90,3.75
INV-201929,04/25/2026,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1081900,WHISKEY LIQUEUR,Sazerac Company Inc,43336,Fireball Cinnamon Whiskey,12,750,$8.25,$12.38,4,$49.52,3.00
INV-201930,2026-04-17,2648,Wilkie Liquors,IOWA CITY,52240,JOHNSON,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,5,134.95,3.75
INV-201931,2026-06-21,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50,18.75,7,131.25,5.25
INV-201932,2026-06-08,2190,"Central City Liquor, Inc.",Des Moines,50310,POLK,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,17.99,26.99,1,26.99,0.75
INV-201933,2026-03-14,4829,Casey's General Store #2879,ANKENY,50021.0,POLK,1041100,AMERICAN DRY GINS,Luxco Inc,35918,Five O'clock Gin,12,1750,$8.99,$13.49,6,$80.94,10.50
INV-201934,2026-04-07,5102,  Corner Tap & Bottle,AMES,50010,STORY,1032080,IRISH WHISKIES,Pernod Ricard USA,19067,Jameson,12,750,$17.99,$26.99,2,$53.98,1.50
INV-201935,06/05/2026,2501,Hy-Vee #3 / BDI / Des Moines ,DES MOINES,50313,POLK,1031200,AMERICAN VODKAS,Sazerac Company Inc,36308,Mr Boston Vodka,12,1000,4.50,6.75,4,27.00,4.00
INV-201936,04/26/2026,2501,Hy-Vee #3 / BDI / Des Moines,DES MOINES,50313,POLK,1081600,,Regional Spirits Co,77779,Dusty Shelf Cordial,6,375,11.00 ,12.10 ,1,12.10 ,0.38
INV-201937,2026-06-19,2190,"  Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,24.99,37.49,4,149.96,3.00
INV-201938,04/16/2026,2190,"Central City Liquor, Inc.",DES MOINES,50310,POLK,1051010,IMPORTED BRANDIES,Moet Hennessy USA,64866,Hennessy VS,12,750,$24.99,$37.49,2,$74.98,1.50
INV-201939,2026-03-08,2633,Hometown Foods,CEDAR RAPIDS,52402,LINN,1031200,AMERICAN VODKAS,Fifth Generation Inc,26827,Tito's Handmade Vodka,12,750,12.50 ,18.75 ,1,18.75 ,0.75
